"CA Name"	"Root Certificate"	"SHA-1 Thumbprint"	"SHA-256 Thumbprint"
"Government of The Netherlands, PKIoverheid (Logius)"	"Government of Netherlands G3"	"D8:EB:6B:41:51:92:59:E0:F3:E7:85:00:C0:3D:B6:88:97:C9:EE:FC"	"3C:4F:B0:B9:5A:B8:B3:00:32:F4:32:B8:6F:53:5F:E1:72:C1:85:D0:FD:39:86:58:37:CF:36:18:7F:A6:F4:28"
"Government of The Netherlands, PKIoverheid (Logius)"	"Staat der Nederlanden EV Root CA"	"76:E2:7E:C1:4F:DB:82:C1:C0:A6:75:B5:05:BE:3D:29:B4:ED:DB:BB"	"4D:24:91:41:4C:FE:95:67:46:EC:4C:EF:A6:CF:6F:72:E2:8A:13:29:43:2F:9D:8A:90:7A:C4:CB:5D:AD:C1:5A"
"Government of The Netherlands, PKIoverheid (Logius)"	"Staat der Nederlanden Root CA - G2"	"59:AF:82:79:91:86:C7:B4:75:07:CB:CF:03:57:46:EB:04:DD:B7:16"	"66:8C:83:94:7D:A6:3B:72:4B:EC:E1:74:3C:31:A0:E6:AE:D0:DB:8E:C5:B3:1B:E3:77:BB:78:4F:91:B6:71:6F"
"Government of Tunisia, Agence National de Certification Electronique / National Digital Certification Agency (ANCE/NDCA)"	"Tunisian Root Certificate Authority - TunRootCA2"	"96:38:63:3C:90:56:AE:88:14:A0:65:D2:3B:DC:60:A0:EE:70:2F:A7"	"C7:95:FF:8F:F2:0C:96:66:88:F0:64:A1:E0:91:42:1D:31:10:A3:45:6C:17:EC:24:04:B9:98:73:87:41:F6:22"
"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)"	"TÜBITAK Kamu SM"	"1B:4B:39:61:26:27:6B:64:91:A2:68:6D:D7:02:43:21:2D:1F:1D:96"	"E4:C7:34:30:D7:A5:B5:09:25:DF:43:37:0A:0D:21:6E:9A:79:B9:D6:DB:83:73:A0:C6:9E:B1:CC:31:C7:C5:2A"
"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)"	"TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1"	"31:43:64:9B:EC:CE:27:EC:ED:3A:3F:0B:8F:0D:E4:E8:91:DD:EE:CA"	"46:ED:C3:68:90:46:D5:3A:45:3F:B3:10:4A:B8:0D:CA:EC:65:8B:26:60:EA:16:29:DD:7E:86:79:90:64:87:16"
"Government of Uruguay, Agency for E-Government and Information Society (AGESIC)"	"Autoridad Certificadora Raíz Nacional de Uruguay"	"7A:1C:DD:E3:D2:19:7E:71:37:43:3D:3F:99:C0:B3:69:F7:06:C7:49"	"55:33:A0:40:1F:61:2C:68:8E:BC:E5:BF:53:F2:EC:14:A7:34:EB:17:8B:FA:E0:0E:50:E8:5D:AE:67:23:07:8A"
"Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE)"	"Autoridad de Certificacion Raiz de la Republica Bolivariana de Venezuela"	"39:8E:BE:9C:0F:46:C0:79:C3:C7:AF:E0:7A:2F:DD:9F:AE:5F:8A:5C"	"CA:7A:5E:68:C5:3D:2C:51:F7:2F:6B:46:5D:3E:D7:53:F5:90:3E:C7:90:1C:8D:0F:55:D8:68:33:7C:81:97:5A"
"Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE)"	"Autoridad de Certificacion Raiz de la Republica Bolivariana de Venezuela 1"	"DD:83:C5:19:D4:34:81:FA:D4:C2:2C:03:D7:02:FE:9F:3B:22:F5:17"	"0E:88:EB:6E:A2:56:E1:9E:F8:D3:AB:D6:1A:24:D3:8D:BA:D6:32:81:6D:D9:57:29:44:27:E4:72:4D:81:A3:86"
"Halcom D.D."	"Halcom CA FO"	"04:09:56:5B:77:DA:58:2E:64:95:AC:00:60:A7:23:54:E6:4B:01:92"	"5A:1B:5D:6B:C6:55:23:B4:0A:6D:EF:FA:45:B4:8E:42:88:AE:8D:D8:6D:D7:0A:5B:85:8D:4A:5A:FF:C9:4F:71"
"Halcom D.D."	"Halcom CA PO 2"	"7F:BB:6A:CD:7E:0A:B4:38:DA:AF:6F:D5:02:10:D0:07:C6:C0:82:9C"	"FE:71:14:D0:7A:14:77:59:89:1F:F3:7B:4F:53:EB:43:56:82:96:BC:3B:F8:9B:C1:2C:AF:B1:86:98:5E:F2:8D"
"Halcom D.D."	"Halcom Root CA"	"53:5B:00:16:72:AB:BF:7B:6C:C2:54:05:AE:4D:24:FE:03:3F:D1:CC"	"8B:3F:DB:15:1A:F7:59:C5:66:14:3E:07:C9:50:ED:E4:F9:E8:C7:CF:80:84:53:D3:3B:CB:78:E5:2A:40:0A:F9"
"HARICA"	"Hellenic Academic and Research Institutions ECC RootCA 2015"	"9F:F1:71:8D:92:D5:9A:F3:7D:74:97:B4:BC:6F:84:68:0B:BA:B6:66"	"44:B5:45:AA:8A:25:E6:5A:73:CA:15:DC:27:FC:36:D2:4C:1C:B9:95:3A:06:65:39:B1:15:82:DC:48:7B:48:33"
"HARICA"	"Hellenic Academic and Research Institutions RootCA 2011"	"FE:45:65:9B:79:03:5B:98:A1:61:B5:51:2E:AC:DA:58:09:48:22:4D"	"BC:10:4F:15:A4:8B:E7:09:DC:A5:42:A7:E1:D4:B9:DF:6F:05:45:27:E8:02:EA:A9:2D:59:54:44:25:8A:FE:71"
"HARICA"	"Hellenic Academic and Research Institutions RootCA 2015"	"01:0C:06:95:A6:98:19:14:FF:BF:5F:C6:B0:B6:95:EA:29:E9:12:A6"	"A0:40:92:9A:02:CE:53:B4:AC:F4:F2:FF:C6:98:1C:E4:49:6F:75:5E:6D:45:FE:0B:2A:69:2B:CD:52:52:3F:36"
"I.CA První Certifikační Autorita, A.S."	"I.CA – Qualified Certification Authority"	"D2:44:1A:A8:C2:03:AE:CA:A9:6E:50:1F:12:4D:52:B6:8F:E4:C3:75"	"C0:C0:5A:8D:8D:A5:5E:AF:27:AA:9B:91:0B:0A:6E:F0:D8:BB:DE:D3:46:92:8D:B8:72:E1:82:C2:07:3E:98:02"
"I.CA První Certifikační Autorita, A.S."	"I.CA – Standard Certification Authority"	"90:DE:CE:77:F8:C8:25:34:0E:62:EB:D6:35:E1:BE:20:CF:73:27:DD"	"64:68:BF:8C:F3:CF:68:8E:BB:2A:68:41:BD:70:E9:7B:52:29:B4:9D:F8:69:0D:7B:74:19:3E:9C:E3:88:61:41"
"I.CA První Certifikační Autorita, A.S."	"I.CA První certifikacní autorita a.s."	"AB:16:DD:14:4E:CD:C0:FC:4B:AA:B6:2E:CF:04:08:89:6F:DE:52:B7"	"77:A0:3F:69:E4:F3:95:55:89:AC:AC:A0:6F:67:73:A0:D9:8D:16:DE:A0:5C:6D:94:EE:3E:F6:FB:2B:EB:76:05"
"I.CA První Certifikační Autorita, A.S."	"I.CA První certifikacní autorita a.s. 1"	"64:90:2A:D7:27:7A:F3:E3:2C:D8:CC:1D:C7:9D:E1:FD:7F:80:69:EA"	"1A:A9:80:C8:C0:D3:16:F2:50:29:97:89:82:F0:33:CB:B3:A3:F4:18:8D:66:9F:2D:E6:A8:D8:4E:E0:0A:15:75"
"I.CA První Certifikační Autorita, A.S."	"I.CA Root CA/RSA"	"9B:09:59:89:81:54:08:1B:F6:A9:0E:9B:9E:58:A4:69:0C:9B:A1:04"	"D3:D6:07:A9:FF:24:A1:95:23:B6:DA:9D:2C:64:94:46:F8:78:8C:B9:6D:9F:D1:30:97:2E:12:0C:13:67:77:30"
"IdenTrust"	"DST ACES CA X6"	"40:54:DA:6F:1C:3F:40:74:AC:ED:0F:EC:CD:DB:79:D1:53:FB:90:1D"	"76:7C:95:5A:76:41:2C:89:AF:68:8E:90:A1:C7:0F:55:6C:FD:6B:60:25:DB:EA:10:41:6D:7E:B6:83:1F:8C:40"
"IdenTrust"	"DST Root CA X3"	"DA:C9:02:4F:54:D8:F6:DF:94:93:5F:B1:73:26:38:CA:6A:D7:7C:13"	"06:87:26:03:31:A7:24:03:D9:09:F1:05:E6:9B:CF:0D:32:E1:BD:24:93:FF:C6:D9:20:6D:11:BC:D6:77:07:39"
"IdenTrust"	"IdenTrust Commercial Root CA 1"	"DF:71:7E:AA:4A:D9:4E:C9:55:84:99:60:2D:48:DE:5F:BC:F0:3A:25"	"5D:56:49:9B:E4:D2:E0:8B:CF:CA:D0:8A:3E:38:72:3D:50:50:3B:DE:70:69:48:E4:2F:55:60:30:19:E5:28:AE"
"IdenTrust"	"IdenTrust Public Sector Root CA 1"	"BA:29:41:60:77:98:3F:F4:F3:EF:F2:31:05:3B:2E:EA:6D:4D:45:FD"	"30:D0:89:5A:9A:44:8A:26:20:91:63:55:22:D1:F5:20:10:B5:86:7A:CA:E1:2C:78:EF:95:8F:D4:F4:38:9F:2F"
"Image-X Enterprises Inc"	"ESIGNIT.ORG"	"9F:8D:E7:99:CF:87:64:ED:24:66:99:05:64:04:1B:19:49:19:ED:E8"	"C6:65:17:5B:D6:0E:D7:0A:5E:EA:33:44:CB:E5:D1:A6:93:6F:79:BC:27:A8:38:4E:4C:73:42:00:41:7C:27:9F"
"Inera AB (SITHS)"	"Inera AB"	"58:5F:78:75:BE:E7:43:3E:B0:79:EA:AB:7D:05:BB:0F:7A:F2:BC:CC"	"FC:50:B2:6B:DC:4A:8F:DF:13:44:CC:80:15:7A:E1:3A:C6:71:E2:70:6F:AC:FC:06:05:FE:34:E2:49:EB:72:D6"
"Izenpe S.A."	"IZENPE S.A."	"4A:3F:8D:6B:DC:0E:1E:CF:CD:72:E3:77:DE:F2:D7:FF:92:C1:9B:C7"	"B0:87:7A:EE:2D:39:27:4D:F8:31:F6:6F:DE:EB:77:17:55:7C:25:8F:C9:EB:55:23:1A:9F:8A:64:7A:75:43:3F"
"Izenpe S.A."	"Izenpe.com"	"2F:78:3D:25:52:18:A7:4A:65:39:71:B5:2C:A2:9C:45:15:6F:E9:19"	"25:30:CC:8E:98:32:15:02:BA:D9:6F:9B:1F:BA:1B:09:9E:2D:29:9E:0F:45:48:BB:91:4F:36:3B:C0:D4:53:1F"
"Japan Local Authority Information Systems (J-LIS)"	"Application CA G3 Root"	"6F:38:84:56:8E:99:C8:C6:AC:0E:5D:DE:2D:B2:02:DD:00:2E:36:63"	"54:B4:FC:43:D4:4A:A4:CA:9F:C0:3C:A7:E9:94:9F:BA:E2:67:A0:64:D0:2D:A2:18:52:41:2A:38:1B:5D:15:37"
"Japan Local Authority Information Systems (J-LIS)"	"Application CA G4 Root"	"21:DA:CE:4C:2C:34:E6:64:68:EE:06:31:4D:B0:55:A0:A8:9D:4C:1D"	"D1:A0:31:90:98:03:4E:3A:EC:72:9A:0B:5C:31:11:22:9D:9D:26:E3:E6:23:E8:C5:E6:84:3F:A0:6E:E8:E2:E4"
"Korea Information Security Agency (KISA)"	"KISA RootCA 1"	"02:72:68:29:3E:5F:5D:17:AA:A4:B3:C3:E6:36:1E:1F:92:57:5E:AA"	"6F:DB:3F:76:C8:B8:01:A7:53:38:D8:A5:0A:7C:02:87:9F:61:98:B5:7E:59:4D:31:8D:38:32:90:0F:ED:CD:79"
"Krajowa Izba Rozliczeniowa S.A. (KIR)"	"SZAFIR ROOT CA"	"D3:EE:FB:CB:BC:F4:98:67:83:86:26:E2:3B:B5:9C:A0:1E:30:5D:B7"	"FA:BC:F5:19:7C:DD:7F:45:8A:C3:38:32:D3:28:40:21:DB:24:25:FD:6B:EA:7A:2E:69:B7:48:6E:8F:51:F9:CC"
"Krajowa Izba Rozliczeniowa S.A. (KIR)"	"SZAFIR ROOT CA2"	"E2:52:FA:95:3F:ED:DB:24:60:BD:6E:28:F3:9C:CC:CF:5E:B3:3F:DE"	"A1:33:9D:33:28:1A:0B:56:E5:57:D3:D3:2B:1C:E7:F9:36:7E:B0:94:BD:5F:A7:2A:7E:50:04:C8:DE:D7:CA:FE"
"LAWtrust"	"LAWtrust Root Certification Authority 2048"	"33:5A:7F:F0:09:27:CF:2D:F2:78:E2:C9:19:2F:7A:4D:55:34:F8:0C"	"9B:14:E8:F5:F6:EA:16:76:66:E7:6D:CD:6B:EC:C1:90:86:1D:5E:89:70:B9:9A:94:70:F0:23:12:36:04:97:04"
"LuxTrust"	"LuxTrust Global Root 2"	"1E:0E:56:19:0A:D1:8B:25:98:B2:04:44:FF:66:8A:04:17:99:5F:3F"	"54:45:5F:71:29:C2:0B:14:47:C4:18:F9:97:16:8F:24:C5:8F:C5:02:3B:F5:DA:5B:E2:EB:6E:1D:D8:90:2E:D5"
"LuxTrust"	"LuxTrust Global Root CA"	"C9:3C:34:EA:90:D9:13:0C:0F:03:00:4B:98:BD:8B:35:70:91:56:11"	"A1:B2:DB:EB:64:E7:06:C6:16:9E:3C:41:18:B2:3B:AA:09:01:8A:84:27:66:6D:8B:F0:E2:88:91:EC:05:19:50"
"Macao Post and Telecommunications eSignTrust Certification Authority"	"Macao Post eSign Trust"	"06:14:31:51:E0:2B:45:DD:BA:DD:5D:8E:56:53:0D:AA:E3:28:CF:90"	"6E:A1:DB:67:19:D6:04:1A:06:FC:08:98:E5:B3:CF:34:9A:8F:A8:EC:EE:85:ED:B0:05:96:56:28:F6:17:F7:C8"
"Microsec e-Szignó CA"	"Microsec e-Szigno Root CA 2009"	"89:DF:74:FE:5C:F4:0F:4A:80:F9:E3:37:7D:54:DA:91:E1:01:31:8E"	"3C:5F:81:FE:A5:FA:B8:2C:64:BF:A2:EA:EC:AF:CD:E8:E0:77:FC:86:20:A7:CA:E5:37:16:3D:F3:6E:DB:F3:78"
"Microsoft Corporation"	"Microsoft Root Authority"	"A4:34:89:15:9A:52:0F:0D:93:D0:32:CC:AF:37:E7:FE:20:A8:B4:19"	"F3:84:06:E5:40:D7:A9:D9:0C:B4:A9:47:92:99:64:0F:FB:6D:F9:E2:24:EC:C7:A0:1C:0D:95:58:D8:DA:D7:7D"
"Microsoft Corporation"	"Microsoft Root Certificate Authority 2010"	"3B:1E:FD:3A:66:EA:28:B1:66:97:39:47:03:A7:2C:A3:40:A0:5B:D5"	"DF:54:5B:F9:19:A2:43:9C:36:98:3B:54:CD:FC:90:3D:FA:4F:37:D3:99:6D:8D:84:B4:C3:1E:EC:6F:3C:16:3E"
"Microsoft Corporation"	"Microsoft Root Certificate Authority 2011"	"8F:43:28:8A:D2:72:F3:10:3B:6F:B1:42:84:85:EA:30:14:C0:BC:FE"	"84:7D:F6:A7:84:97:94:3F:27:FC:72:EB:93:F9:A6:37:32:0A:02:B5:61:D0:A9:1B:09:E8:7A:78:07:ED:7C:61"
"MULTICERT"	"MULTICERT Root Certification Authority 01"	"46:AF:7A:31:B5:99:46:0D:46:9D:60:41:14:5B:13:65:1D:F9:17:0A"	"60:4D:32:D0:36:89:5A:ED:3B:FE:FA:EB:72:7C:00:9E:C0:F2:B3:CD:FA:42:A1:C7:17:30:E6:A7:2C:3B:E9:D4"
"NetLock Ltd."	"NetLock Arany (Class Gold) Főtanúsítvány"	"06:08:3F:59:3F:15:A1:04:A0:69:A4:6B:A9:03:D0:06:B7:97:09:91"	"6C:61:DA:C3:A2:DE:F0:31:50:6B:E0:36:D2:A6:FE:40:19:94:FB:D1:3D:F9:C8:D4:66:59:92:74:C4:46:EC:98"
"NetLock Ltd."	"NetLock Kozjegyzoi (Class A) Tanusitvanykiado"	"AC:ED:5F:65:53:FD:25:CE:01:5F:1F:7A:48:3B:6A:74:9F:61:78:C6"	"7F:12:CD:5F:7E:5E:29:0E:C7:D8:51:79:D5:B7:2C:20:A5:BE:75:08:FF:DB:5B:F8:1A:B9:68:4A:7F:C9:F6:67"
"NetLock Ltd."	"NetLock Minositett Kozjegyzoi (Class QA) Tanusitvanykiado"	"01:68:97:E1:A0:B8:F2:C3:B1:34:66:5C:20:A7:27:B7:A1:58:E2:8F"	"E6:06:DD:EE:E2:EE:7F:5C:DE:F5:D9:05:8F:F8:B7:D0:A9:F0:42:87:7F:6A:17:1E:D8:FF:69:60:E4:CC:5E:A5"
"NetLock Ltd."	"NetLock Platina (Class Platinum) Fotanúsítvány"	"EC:93:DE:08:3C:93:D9:33:A9:86:B3:D5:CD:E2:5A:CB:2F:EE:CF:8E"	"EB:7E:05:AA:58:E7:BD:32:8A:28:2B:F8:86:70:33:F3:C0:35:34:2B:51:6E:E8:5C:01:67:3D:FF:FF:BB:FE:58"
"Netrust"	"Netrust CA1"	"55:C8:6F:74:14:AC:8B:DD:68:14:F4:D8:6A:F1:5F:37:10:E1:04:D0"	"78:1D:64:DF:A7:7B:00:F2:C0:06:70:0B:1F:DA:86:BF:68:B8:65:A6:03:C7:A6:56:F9:2E:90:C0:42:CA:28:73"
"Nets DanID"	"Nets DanID"	"5C:FB:1F:5D:B7:32:E4:08:4C:0D:D4:97:85:74:E0:CB:C0:93:BE:B3"	"92:D8:09:2E:E7:7B:C9:20:8F:08:97:DC:05:27:18:94:E6:3E:F2:79:33:AE:53:7F:B9:83:EE:F0:EA:E3:EE:C8"
"NLB Nova Ljubljanska Banka d.d. Ljubljana"	"ACNLB"	"04:56:F2:3D:1E:9C:43:AE:CB:0D:80:7F:1C:06:47:55:1A:05:F4:56"	"89:4C:E6:DD:B0:12:CB:3F:73:69:54:66:8D:E6:3F:43:60:80:E9:5F:17:B7:A8:1B:D9:24:EB:21:BE:E9:E4:40"
"Notarius"	"Notarius Root Certificate Authority"	"1F:3F:14:86:B5:31:88:28:02:E8:7B:62:4D:42:02:95:A0:FC:72:1A"	"C7:B8:94:8F:EC:CA:AC:E5:B5:09:A3:43:F3:8D:03:01:D0:79:01:88:56:04:B3:F2:67:27:0E:1E:BB:EF:0F:E7"
"Open Access Technology International, Inc. (OATI)"	"OATI WebCARES Root CA"	"4B:6B:D2:D3:88:4E:46:C8:0C:E2:B9:62:BC:59:8C:D9:D5:D8:40:13"	"7A:77:C6:C6:1E:EE:B9:AA:65:C4:EA:41:0D:65:D8:95:B2:6A:81:12:32:83:00:9D:B1:04:B4:8D:E8:0B:24:79"
"Orange Polska S.A."	"Signet Root CA"	"B2:BD:90:31:AA:6D:0E:14:F4:C5:7F:D5:48:25:8F:37:B1:FB:39:E4"	"72:86:CE:24:9F:E9:E3:2B:D4:75:22:57:C1:7C:D8:F6:99:1A:9C:1E:6F:1A:3C:C7:33:04:ED:02:3E:6A:E4:EB"
"Personal I.D. LTD"	"PersonalID Trustworthy RootCA 2011"	"43:94:CE:31:26:FF:1A:22:4C:DD:4D:EE:B4:F4:EC:1D:A3:68:EF:6A"	"07:5B:FC:CA:2D:55:AE:6E:35:74:2C:32:AF:D0:CA:8E:A4:C9:58:FE:EF:C2:32:24:99:95:41:C0:33:D6:9C:8D"
"Pos Digicert Sdn. Bhd (Malaysia)"	"PosDigicert Class 2 Root CA G2"	"31:3B:8D:0E:7E:2E:4D:20:AE:86:68:FF:E5:9D:B5:19:3C:BF:7A:32"	"19:AB:CD:FF:3A:74:40:2F:A8:F0:CA:20:6B:F7:FA:B0:DF:FF:F3:AE:2B:BD:71:95:84:D2:10:90:A4:35:32:07"
"Post of Slovenia"	"Posta CA Root"	"D6:BF:79:94:F4:2B:E5:FA:29:DA:0B:D7:58:7B:59:1F:47:A4:4F:22"	"CD:20:12:56:FE:5C:ED:0B:FF:F8:DF:59:5F:FF:36:B1:41:6D:53:13:A9:99:F5:32:EF:4A:99:15:DF:96:DE:E0"
"Post of Slovenia"	"POSTarCA"	"B1:EA:C3:E5:B8:24:76:E9:D5:0B:1E:C6:7D:2C:C1:1E:12:E0:B4:91"	"00:7E:45:2F:D5:CF:83:89:46:69:6D:FE:37:A2:DB:2E:F3:99:14:36:D2:7B:CB:AB:45:92:20:53:C1:5A:87:A8"
"PostSignum operated by Ceska posta s.p. (Czech Post)"	"PostSignum Root QCA 2"	"A0:F8:DB:3F:0B:F4:17:69:3B:28:2E:B7:4A:6A:D8:6D:F9:D4:48:A3"	"AD:01:6F:95:80:50:E0:E7:E4:6F:AE:7D:CC:50:19:7E:D8:E3:FF:0A:4B:26:2E:5D:DC:DB:3E:DD:DC:7D:65:78"
"QuoVadis"	"QuoVadis Root CA 1 G3"	"1B:8E:EA:57:96:29:1A:C9:39:EA:B8:0A:81:1A:73:73:C0:93:79:67"	"8A:86:6F:D1:B2:76:B5:7E:57:8E:92:1C:65:82:8A:2B:ED:58:E9:F2:F2:88:05:41:34:B7:F1:F4:BF:C9:CC:74"
"QuoVadis"	"QuoVadis Root CA 2"	"CA:3A:FB:CF:12:40:36:4B:44:B2:16:20:88:80:48:39:19:93:7C:F7"	"85:A0:DD:7D:D7:20:AD:B7:FF:05:F8:3D:54:2B:20:9D:C7:FF:45:28:F7:D6:77:B1:83:89:FE:A5:E5:C4:9E:86"
"QuoVadis"	"QuoVadis Root CA 2 G3"	"09:3C:61:F3:8B:8B:DC:7D:55:DF:75:38:02:05:00:E1:25:F5:C8:36"	"8F:E4:FB:0A:F9:3A:4D:0D:67:DB:0B:EB:B2:3E:37:C7:1B:F3:25:DC:BC:DD:24:0E:A0:4D:AF:58:B4:7E:18:40"
"QuoVadis"	"QuoVadis Root CA 3"	"1F:49:14:F7:D8:74:95:1D:DD:AE:02:C0:BE:FD:3A:2D:82:75:51:85"	"18:F1:FC:7F:20:5D:F8:AD:DD:EB:7F:E0:07:DD:57:E3:AF:37:5A:9C:4D:8D:73:54:6B:F4:F1:FE:D1:E1:8D:35"
"QuoVadis"	"QuoVadis Root CA 3 G3"	"48:12:BD:92:3C:A8:C4:39:06:E7:30:6D:27:96:E6:A4:CF:22:2E:7D"	"88:EF:81:DE:20:2E:B0:18:45:2E:43:F8:64:72:5C:EA:5F:BD:1F:C2:D9:D2:05:73:07:09:C5:D8:B8:69:0F:46"
"QuoVadis"	"QuoVadis Root Certification Authority"	"DE:3F:40:BD:50:93:D3:9B:6C:60:F6:DA:BC:07:62:01:00:89:76:C9"	"A4:5E:DE:3B:BB:F0:9C:8A:E1:5C:72:EF:C0:72:68:D6:93:A2:1C:99:6F:D5:1E:67:CA:07:94:60:FD:6D:88:73"
"Red Abogacía"	"ACA ROOT"	"D4:96:59:2B:30:57:07:38:6C:C5:F3:CD:B2:59:AE:66:D7:66:1F:CA"	"97:F6:54:85:9C:BD:E5:86:FD:90:31:1E:82:EC:79:02:C2:38:CB:A0:D6:E5:29:56:4C:9C:88:F4:48:95:EC:50"
"Red Abogacía"	"Autoridad de Certificacion de la Abogacia"	"7F:8A:77:83:6B:DC:6D:06:8F:8B:07:37:FC:C5:72:54:13:06:8C:A4"	"56:07:E2:60:16:3F:49:C8:EA:41:75:A1:C0:A5:3B:13:19:5C:B7:D0:78:45:61:1E:94:3A:2F:F5:07:03:68:34"
"SECOM Trust Systems Co. Ltd."	"SECOM Trust Systems CO LTD 1"	"36:B1:2B:49:F9:81:9E:D7:4C:9E:BC:38:0F:C6:56:8F:5D:AC:B2:F7"	"E7:5E:72:ED:9F:56:0E:EC:6E:B4:80:00:73:A4:3F:C3:AD:19:19:5A:39:22:82:01:78:95:97:4A:99:02:6B:6C"
"SECOM Trust Systems Co. Ltd."	"SECOM Trust Systems Co Ltd."	"5F:3B:8C:F2:F8:10:B3:7D:78:B4:CE:EC:19:19:C3:73:34:B9:C7:74"	"51:3B:2C:EC:B8:10:D4:CD:E5:DD:85:39:1A:DF:C6:C2:DD:60:D8:7B:B7:36:D2:B5:21:48:4A:A4:7A:0E:BE:F6"
"SECOM Trust Systems Co. Ltd."	"Security Communication ECC RootCA1"	"B8:0E:26:A9:BF:D2:B2:3B:C0:EF:46:C9:BA:C7:BB:F6:1D:0D:41:41"	"E7:4F:BD:A5:5B:D5:64:C4:73:A3:6B:44:1A:A7:99:C8:A6:8E:07:74:40:E8:28:8B:9F:A1:E5:0E:4B:BA:CA:11"
"SECOM Trust Systems Co. Ltd."	"Security Communication EV RootCA1"	"FE:B8:C4:32:DC:F9:76:9A:CE:AE:3D:D8:90:8F:FD:28:86:65:64:7D"	"A2:2D:BA:68:1E:97:37:6E:2D:39:7D:72:8A:AE:3A:9B:62:96:B9:FD:BA:60:BC:2E:11:F6:47:F2:C6:75:FB:37"
"SECOM Trust Systems Co. Ltd."	"Security Communication RootCA3"	"C3:03:C8:22:74:92:E5:61:A2:9C:5F:79:91:2B:1E:44:13:91:30:3A"	"24:A5:5C:2A:B0:51:44:2D:06:17:76:65:41:23:9A:4A:D0:32:D7:C5:51:75:AA:34:FF:DE:2F:BC:4F:5C:52:94"
"Shanghai Electronic Certification Authority Co., Ltd. (SHECA)"	"UCA Global Root"	"0B:97:2C:9E:A6:E7:CC:58:D9:3B:20:BF:71:EC:41:2E:72:09:FA:BF"	"A1:F0:5C:CB:80:C2:D7:10:EC:7D:47:9A:BD:CB:B8:79:E5:8D:7E:DB:71:49:FE:78:A8:78:84:E3:D0:BA:D0:F9"
"Shanghai Electronic Certification Authority Co., Ltd. (SHECA)"	"UCA Root"	"82:50:BE:D5:A2:14:43:3A:66:37:7C:BC:10:EF:83:F6:69:DA:3A:67"	"93:E6:5E:C7:62:F0:55:DC:71:8A:33:25:82:C4:1A:04:43:0D:72:E3:CB:87:E8:B8:97:B6:75:16:F0:D1:AA:39"
"Shanghai Electronic Certification Authority Co., Ltd. (SHECA)"	"UCA Root"	"28:F9:78:16:19:7A:FF:18:25:18:AA:44:FE:C1:A0:CE:5C:B6:4C:8A"	"9B:EA:11:C9:76:FE:01:47:64:C1:BE:56:A6:F9:14:B5:A5:60:31:7A:BD:99:88:39:33:82:E5:16:1A:A0:49:3C"
"Shanghai Electronic Certification Authority Co., Ltd. (SHECA)"	"UCA Root"	"A3:A1:B0:6F:24:61:23:4A:E3:36:A5:C2:37:FC:A6:FF:DD:F0:D7:3A"	"D4:3A:F9:B3:54:73:75:5C:96:84:FC:06:D7:D8:CB:70:EE:5C:28:E7:73:FB:29:4E:B4:1E:E7:17:22:92:4D:24"
"Skaitmeninio sertifikavimo centras (SSC)"	"Skaitmeninio sertifikavimo centras 1"	"23:E8:33:23:3E:7D:0C:C9:2B:7C:42:79:AC:19:C2:F4:74:D6:04:CA"	"E6:E4:A9:51:EC:BF:7D:8E:DC:01:BC:87:3F:7B:6F:D3:58:68:BD:B1:0E:D7:86:F3:A1:B1:EE:16:D8:CE:C3:E9"
"Skaitmeninio sertifikavimo centras (SSC)"	"Skaitmeninio sertifikavimo centras 2"	"3E:84:D3:BC:C5:44:C0:F6:FA:19:43:5C:85:1F:3F:2F:CB:A8:E8:14"	"0B:9F:26:DF:CA:68:4C:2C:FC:E2:3E:4E:4D:D5:67:C8:86:BA:25:9E:1D:B2:67:F9:80:6F:0C:5A:09:97:11:F2"
"Skaitmeninio sertifikavimo centras (SSC)"	"Skaitmeninio sertifikavimo centras 3"	"5A:5A:4D:AF:78:61:26:7C:4B:1F:1E:67:58:6B:AE:6E:D4:FE:B9:3F"	"F1:B1:3F:5C:9A:32:64:03:B0:F3:1B:BE:76:99:CD:17:C7:D1:C0:B9:81:58:6D:D1:A7:B2:19:C5:25:08:FE:99"
"Skaitmeninio sertifikavimo centras (SSC)"	"SSC GDL CA Root B"	"C8:60:A3:18:FC:F5:B7:13:0B:10:07:AD:7F:61:4A:40:FF:FF:18:5F"	"C3:1E:EF:56:82:AB:B5:51:EB:C8:28:DE:D8:40:98:51:8A:67:68:52:6D:15:2E:E1:64:CF:B9:72:A1:42:5D:53"
"SSL.com"	"SSL.com EV Root Certification Authority ECC"	"4C:DD:51:A3:D1:F5:20:32:14:B0:C6:C5:32:23:03:91:C7:46:42:6D"	"22:A2:C1:F7:BD:ED:70:4C:C1:E7:01:B5:F4:08:C3:10:88:0F:E9:56:B5:DE:2A:4A:44:F9:9C:87:3A:25:A7:C8"
